11.55002975  0.00000000
11.65009022  0.00000000
11.75014973  0.00000000
11.85021019  0.00000000
11.95026970  0.00000000
12.05033112  0.00000000
12.15039062  0.00000000
12.25045013  0.00000000
12.35051060  0.00000000
12.45057106  0.00000000
12.55063057  0.00000000
12.65069008  0.00000000
12.75075054  0.00000000
12.85081005  0.00000000
12.95087051  0.00000000
13.05093002  0.00000000
13.15099144  0.00000000
13.25105095  0.00000000
13.35111141  0.00000000
13.45117092  0.00000000
13.55123138  0.00000000
13.65129089  0.00000000
13.75135231  0.00000000
13.85141182  0.00000000
13.95147133  -0.00102064
14.05153179  0.00938768
14.15159225  0.01406192
14.25165176  -0.48037002
14.35171127  -1.72424410
14.45177174  -4.34528136
14.55183125  -6.30259113
14.65189171  -6.56674938
14.75195122  -6.46812991
14.85201263  -4.82134435
14.95207214  -3.16053052
15.05213261  -1.40872097
15.15219212  0.36277106
15.25225163  1.43121058
15.35231209  2.32005309
15.45237350  1.60657044
15.55243301  1.63604553
15.65249252  1.17584575
15.75255299  0.95940137
15.85261345  0.28628952
15.95267296  -0.28844914
16.05273247  -0.41248776
16.15279388  -0.90608691
16.25285339  -1.07970059
16.35291290  -1.22611899
16.45297241  -1.58100485
16.55303383  -2.06042339
16.65309334  -3.35326014
16.75315475  -3.57686158
16.85321426  -2.96328419
16.95327377  -1.53301844
17.05333328  -0.92767126
17.15339279  -0.62983961
17.25345421  -0.60492154
17.35351372  -0.45706501
17.45357323  -0.30145381
17.55363274  -0.12185311
17.65369415  -0.13245706
17.75375366  -0.10452329
17.85381508  -0.21020256
17.95387459  -0.33960213
18.05393410  -0.44347679
18.15399361  -0.62148108
18.25405502  -0.71594217
18.35411453  -0.94691885
18.45417404  -1.04346154
18.55423355  -1.18522936
18.65429497  -1.14307096
18.75435448  -1.24319143
18.85441399  -1.14594835
18.95447540  -1.09848298
19.05453491  -1.15335244
19.15459442  -1.02549049
19.25465393  -0.90918286
19.35471535  -0.70142244
19.45477486  -0.82599320
19.55483627  -0.96832089
19.65489578  -0.61364174
19.75495529  -0.90105878
19.85501480  -0.78964949
19.95507622  -1.17560464
20.05513763  -1.03608297
20.15519714  -1.00177870
20.25525665  -1.36380646
20.35531616  -1.03806250
20.45537567  -1.18924425
20.55543518  -1.06837924
20.65549660  -0.88417678
20.75555611  -1.07467172
20.85561752  -0.79154692
20.95567703  -0.84541349
21.05573654  -0.75875253
21.15579605  -0.68231500
21.25585556  -0.64578677
21.35591507  -0.89568525
21.45597649  -0.73966247
21.55603600  -0.92402543
21.65609741  -0.97158842
21.75615692  -1.35591979
21.85621643  -1.21210366
21.95627594  -1.24767671
22.05633545  -1.35100222
22.15639496  -1.23061129
22.25645447  -1.38599580
22.35651779  -1.34983181
22.45657921  -0.99696948
22.55663872  -0.89468162
22.65669823  -0.83472005
22.75675774  -0.71094288
22.85681725  -0.56330785
22.95687675  -0.49043073
23.05693626  -0.32624911
23.15699577  -0.37764469
23.25705719  -0.37117656
23.35712051  -0.28289441
23.45718002  -0.20708665
23.55723953  -0.37042180
23.65729904  -0.27821093
23.75735855  -0.34985773
23.85741806  -0.43019477
23.95747757  -0.46016243
24.05753899  -0.56964174
24.15760040  -0.74538324
24.25765991  -0.64161952
24.35771942  -0.88810403
24.45777893  -1.00347607
24.55783844  -1.03364267
24.65789795  -1.28868393
24.75795746  -1.12460474
24.85801697  -1.37074017
24.95807838  -1.13213345
25.05813980  -1.14720566
25.15819931  -1.10673095
25.25825882  -0.84202836
25.35831833  -0.94681901
25.45837784  -0.81731331
25.55843735  -0.92971476
25.65849686  -0.91469469
25.75856018  -0.61250350
25.85862160  -0.87833509
25.95868111  -0.63342184
26.05874062  -0.89235078
26.15880013  -1.15041773
26.25885963  -1.27731562
26.35891914  -1.52284087
26.45897865  -1.48621131
26.55903816  -1.77297307
26.65909958  -2.05495149
26.75916290  -2.20051306
26.85922241  -2.21577757
26.95928192  -2.77959611
27.05934143  -2.68248838
27.15940094  -2.69578371
27.25946045  -2.42512146
27.35951996  -2.71214281
27.45958138  -2.43324554
27.55964088  -2.64229175
27.65970230  -2.15378877
27.75976181  -2.08567464
27.85982132  -1.84978187
27.95988083  -1.90251723
28.05994034  -1.49253263
28.15999985  -1.52920287
28.26005936  -1.54698459
28.36012077  -1.52423205
28.46018219  -1.85709758
28.56024170  -1.84742552
28.66030121  -2.04215021
28.76036072  -1.80105882
28.86042023  -2.97456634
28.96047974  -2.63180836
29.06053925  -3.23712188
29.16059875  -2.73793878
29.26066208  -3.08810159
29.36072350  -3.11168876
29.46078300  -3.12857927
29.56084251  -3.58377458
29.66090202  -4.22465413
29.76096153  -4.10957645
29.86102104  -3.97104362
29.96108055  -3.43573092
30.06114197  -2.84296906
30.16120529  -2.34652135
30.26126480  -2.08063541
30.36132431  -1.06346611
30.46138382  -1.50003435
30.56144333  -1.21570068
30.66150284  -1.34514278
30.76156235  -1.31336163
30.86162186  -2.00657309
30.96168327  -1.60197349
31.06174469  -2.00530321
31.16180420  -2.52075001
31.26186371  -2.65911643
31.36192322  -2.69339408
31.46198273  -2.75361117
31.56204224  -3.54757953
31.66210175  -3.60923736
31.76216507  -3.68004657
31.86222458  -3.70028448
31.96228409  -3.60993961
32.06234360  -3.41568974
32.16240311  -3.49545397
32.26246262  -3.24086572
32.36252213  -3.64416252
